username,tweet_processed,target
Jorpa59,@blsm79 get with me before you go to bed tonight. ,0
youquit,@TonyJEH Oh yeah! And I want to get my foot in the door. ,0
ArcadianDreams,Goodnight @VulvaLoveLovely ,0
timdanielle,@DavidArchie please come back! ( here at the philippines.. ,0
SBeeCreations,@thespeckledpear I'm getting all excited and it isn't even mine! Looking great  Excited for @charmimsy,0
JKMFilms,@BestFaceForward True! They could've forgotten...I don't think a lot of them had much experience with Asian cuisine ,0
DreyW,@jillchua you are my sunshine... my only sunshine... ,0
elprupurple,@gaycyclops because I was thinking of joining you for a marathon sometime this summer... School's out in 13 days!!! ,0
meganbrandsrud,@Joy_Delight   Form a team of 4-5 people and develop a plan to promote a new hit series that is starting!  I'll email you the link ,0
MelloeYelloe,"chillin with my china man, yellow monkey, and chocolate drop lol ",0
lyciabycia,like omg... dry off in the shower... uugh..  this is the gym but still ur fukin ugly.!  jk everyone beautiful.. it was jus gross.!,0
joleine,@StephStricklen awww.. cute   Her coloring reminds me of boxers ,0
bryanbeller,day off with the adorable wife tomorrow. star trek movie. rollerblading. other good stuff. can't wait. ,0
freedomrhodes,"@TonyMast Absolutely, I promise to stop lurking.    Sounds like one of the steps to recovery.",0
Love_Perfection,@Classic_beaute yes cause i feel its time we bond! Lol ,0
pickyKA,@saraliechty thanks  I have an awesome hairdresser.. One of those personalities where we just get each other's vision for my hair. Haha,0
SamGuevara,"@crackberryfreak don't worry, I won't make fun of your uglyness ",0
NikkiCyp,Mark it... Home in under 60 minutes from the track tonight.  56 minutes but still under an hour.  ,0
BrikalaChicka24,"@Micah_Cheek Tee hee, such a fun conversation. ",0
Mattc0m,@splashdamage Really looking forward to the new trailer that's gonna be unveiled tonight! Very hyped up for it. ,0
abba_ks,@ReginaMedina back's OK today; thanks 4 asking! Doing fine all around.  And you?,0
catrinaMarie,Oh shnap Cleveland won ,0
TgoTheBeatBanga,@gunitweeze FA SHO... UMMA BE AAAWWIGHT THO... ,0
Vanesaaa,"@ddlovato http://twitpic.com/65r98 - i love you demi, you're beautiful &amp; so what if i say it again  haha",0
Tiffzeroseven,Oh thank you TNT for showing JJ in the locker room with no shirt. LOVE. ,0
DayDreamerTeen,What am I most looking forward to right now? The fact that the first official New Moon trailer is going to be released on Sunday ,0
tbrandao,"@MRGOULD ordered! Yes! Cool shirts, Billy. They are marked as &quot;backordered&quot;. Let's hope they will become available soon.  Cheers!",0
skeskali,@suredoc The best people are named Cecily. ,0
Viiiral,@kfcarrie OH LOL NO. Wow. WOO I GOT ALL BUT ONE TRACK ON THE OTHER CD. ,0
nicolexann,@LogicVsEmotion getting there.. I just bought a Lancer and am starting the nodding process ,0
Katie_Bircham,Is right by the space needle ,0
iamjustme,"I had a really good night with Jon. Fun was had  But, it made me miss Sam lol Everything makes me miss Sam",0
ByDezin,@ReallyShecky sweet dreams Shecky!  *hugs*,0
coriluvnthedon,"@Missmc805 I KNOW, when i got home and someone tweeted it i got all sad and made sure i got my love! I GOT IT! ",0
imarielle,I hit 500 updates  that was my goal for tonight...okay I can go to sleep accomplished!   still!,0
kfabuloso,@andrewsjackson you know we have made your life more interseting. plus if you updated more often we wouldn't have to talk to each other! ,0
syborg5000,I am still stumped about the zippo. . .  I have no clue what I want on it. . .  I feel dumb cause I dont know me better ,0
tymoss,"@nghthawkfly331 You should check out http://boxee.tv In my opinion, WAY better than Hulu desktop. ",0
jordancon,@ddlovato No tell us nowwwww! I don't want to wait ,0
jacelynnftw,fresh out of the shower.  ,0
cherylcolan,"@heatherlarson Also, I know a *great* body shop if your Beetle needs TLC - they put door back on mine after I accidentally ripped it off ",0
seawolfe665,@TemoVryce you always make me smile ,0
etothebrooke,@chancethicks basically. . . And josh and mcnasty too ,0
amyurban,"@Dr_Wes I know, I have to get off of here, too. Hey, like I said, it's my pleasure. I like all sorts of oddities! Love ya. Sleep well! ",0
CK729,Trying to be more involve in Twitter ,0
camillevdytan,garden of the gods with marina tomorrow! can't wait! ,0
seanadair,@KatieRFC whatever you know you can notr resist me  i seen you eyeing me up 2day,0
knlsmom,@jesslina I get to sleep in tomorrow too!  YAY!  I don't have ANYTHING planned until 2:00 BLISS! ,0
Azlen,@coreyskort Sounds exciting. ,0
redchinese19,@the_nikster    I wasnt sure if anyone was gonna get it!! By far the best part of that movie!!,0
NutC,@ABVan You dont mean 'Pidivatham'? :O ,0
tarkle21,@LeEnfantSamedi Good luck!! ,0
norsworthy,@k_dell too bad I'm still here and you aren't getting any sleep until I leave. ,0
thespeckledpear,@charmimsy I have uploaded a copy of the first draft  ... http://www.flickr.com/photos/thespeckledpear/3574423575/,0
ashlin_michelle,@jammymusician I like how your having very in depth conversations with everyone while I am graciously naming your gummy bear? LOL ,0
Niterocker,@technclrninjoe no its cool we were going over some stuff..a girl at work might switch off with him he just wanted to know be4 he asked ,0
Swedishrockstar,Going Gluten Free ,0
addie125girl125,is relaxin n happy i saw my mini me 2day ,0
arechigaA,Getting ready for Pre-K graduation tomorrow ,0
shutupandspinx3,Mmm im off to dream about beautiful dancer boys  goodnight my loves,0
Syrana,@PixelExecution Looks good so far! ,0
smithdavid787,@ddlovato I love suspense... but I would totally love to know when exactly your single will be out so I don't miss it. ,0
bifflawson,@CiaoBella77  your so silly KIMBERLY,0
danydb,sorry m/p if i say sorry and i love you. you forget ???    please i fell like a terrible person.  :S,0
N3ph4lim,@orangy68 perhaps should modify question to 5 books to take? 1st person I know so far that has said all books. You interesting fellow ,0
LillyCrystal,OOO! My 2nd Phineas sketch looks WAY better!  i'm getting so much better at this! ,0
leabella,@sweetlilmzmia I never heard this version before I like it Thank you Beautiful Lady ,0
mdknits,@cheadarchesse Aw thanks! &gt;_&lt;  Many more to come!  ,0
Lyles_21,@JammyRabbins lol! You just made my night! Best change of name ever ,0
cream84,tomorrow night ESPN LA better send DEN packing lol will be wishing my boy Kobe a hella game!! ,0
PriscillaAnneK,@ashley_isabelle follow me ,0
baristaonduty,"Guess I'll Upload Some Twitpics With This Extra Energy Thanks 2 My Friend @zizzazz Got Me Buzzing Like A B, No It's Not The Coffee!!  (|_|",0
AngelaPinjuh,@taraschwarze twas my first time *blush* You're all fun and entertaining and make my solo office bearable ,0
beamoore61,King James and the CAVS live to play another day! ,0
Sparquel,turning in for real this time.  Night all  ,0
starleigh2000,@bustyrockets You're tied with @wossy's wife for # of votes right now ,0
angelarose121,@frankygurl  dont work too hard gurl! its not good for the brain cells! ha ha  yeah need to party a bit to balance it all out!,0
_alps,"Good Morning, people! ",0
steph_thtgirl15,My Background is ferris wheels  It's because I love and Fear them ,0
lynnsdecor,@spectrummother have you read stuff from Sylvia Browne? She is a psychic whose books have helped me on my empathic path.  just a thought ,0
karinacej,@ddlovato DON'T build suspense. im knockin it down if u are! ,0
enamoredsoul,"@bigdawg10 aw,thank u!!!not even CLOSE 2 ready 4 my  recommendations,but gotta make it gud this time since i was MIA last wk ",0
AlexTrup,"@upscale You will definitely find Mandarin knowledge advantageous &amp; you should do an intense course, but it's not the be all &amp; end all ",0
cassidy_lynne,best night ever.      not even dads anger can make me upset!!! haha,0
AbigailDanielle,Seeing up with @nickporterfield! Yayyy a disney movie! ,0
E_Rand,Haha drinking tonight ,0
randyholloway,"@davewiner http:/www.decisionengine.com. Go look at the video- that's the pitch. The product isn't public yet, but will be soon. ",0
bishopkm,@emmaisaninja I'm gonna do that tomorrow ,0
JennyPennifer,"I'm outta here, y'all ... see you tomorrow! Don't do a blessed thing that I wouldn't do because I don't want to miss anything. ",0
haleydowns,@alltimemegan goodnight megann ,0
Binit,"Holiday = Hallio day.... doesn't mean u don't have to stay at home, office mai hallera basyo bhane ni holiday huncha ",0
AshleyWarlick,This boy I like thinks I'm cute  and I like it...a lot oh and him. I like him a lot too ,0
charleslau,@memsitebuilding tell me about how i can building a membership site ,0
jerrica214,@Kelseo yessss. I am so freakin excited about school. I cannot wait to go back ,0
5dollarbilll,my eyes are bloodshot. I'm pretty sure that's a sign i need to go to bed  XOXO,0
MariPeneh,@iAmPhiSho there really isnt ,0
lalayu,@ItsJustDi what?? hahahaha. fast times... good movie ,0
uhohcaitie,The academy is tour ah! Must find money i know im gonna start selling stuff i dont want anymore ,0
queerious,@chellenorcal yoyoyo C$$ I gets paid tmw so I will get u bk for the shirt n u wanna get sonic youth tix tmw????  ,0
PrincessPayne,@LexiThaBoss Thanx babe. Love back 2 you ,0
melissa_hope,@katherinea1492 hahahaha! You make me laugh broder! He is really cute ,0
saraheliz15,is off work and really wants buffalo wild wings ,0
mattbremer,"@jthake oh man, it's so obvious. SharePoint Dundee mate!  i know, i know, totally lame",0
AlexNevamind,"@NileyLoveStory as my Justin hates grows out of control, my JB support is building. I am pulling for Nick FTW ....have chosing sides ",0
boo1031,I'm Drunk and happy! Nice weather tonight   http://myloc.me/1XaJ,0
Sizzlesnap,"@wfaaweather Looking good tonight, Pete!! ",0
GeneralTekno,"@artoni ...wow.  Here I figured &quot;M&quot; would be horrible.  I imagine that the &quot;i&quot; line would be short though too, should I go to Botcon. ",0
FlitterbyG,@mundoo Sending you chocolate thoughts.  ,0
LisaLavie,@therealjordin Your twitter name suits you well  Thanks a lot 4 checking out my vids. I'm so happy u were vibing with them. u're Awesome!,0
imalwaysyelling,hahah lights went out that was hilarous lol ,0
jasabout,@micronaut Hip kids today don't have the attention span for entire words. ,0
youquit,"@TonyJEH Yeah! and I enjoyed it, so I'm definitely heading in that direction.  Have you taken any 3D?",0
duski,Of saidin and saidar and the light and dark ,0
Acefan1966,@joebonsall Just think Conway could have been the one who invented Twitter. ,0
ARJ1414,U can call me watever u want  and its fine thx for asking hbu?,0
LovelyKarissa,Lightning show in my front yard ,0
maryberryrls,is falling asleep to the humming of the computer....night night ,0
ladygwen64,@joeymcintyre Is he eating a chicken nugget?? My son loves em too! SO Cute ,0
whosethebitch,Do not tell me you are not into Christina's voice! Cuz youd just be silly... Can u hear her?!! Britney cant touch this girl ,0
AniaRysz,@tsarnick http://twitpic.com/61oj0 -  is so cute! its got my vote ,0
LikeGhost4ever,@realhughjackman YOU ARE AWESOME!!!! Thanx 4 come to my Adorable Country..and you are the Best Friend of  Mexico...TEQUILA!!! ,0
LizethJonasx3,@ddlovato you are a genius in songwriting.! you're songs make me cry. thanks!  i love you.!,0
Nisha_xo,"@ddlovato DEMIII! i so wanna hear your new album  i can relate so much to your music, its unbelievable.",0
juniorm2464,http://twitpic.com/65vtw - OUR TRAILER! GOD IS SO GOOD! ALWAYS IS! ,0
sunsetboba,wants to watch UP with hella people. anyone else? ask me or jack ,0
Shashlye,...thinking about how cool and calm Mark was tonight and being thankful for that!! ,0
cinder311,being positive is just so much more fun than being anything else  try it! i dare you!,0
shr1mpch1p,@macmoreno whenever you're free and up for it  ... it might be a little while. i should save up some monies for a party ,0
jenzenn,@DJKidAV  you make me laugh,0
Scottcs42,@cindyhugg ...or learn to tap dance ,0
AngelWardriver,@BeShirtHappy  My pleasure! Anytime! ,0
ljellis,"@ceolyn She managed to finish her box &amp; turn it over, but not until after he'd refill just as she was about to take the last sip. ",0
3baybchicks,@KariewithaK: Hi from the west coast!  You don't need AZ...when you have someone in CA answering your tweets.  ,0
MollyAnnee,im excited for tommorow  ugh my allergies are killing me.,0
blessed_harlot,@curvaceousdee *bows*  I aim to please.    And YAY for sparkly!!!,0
meghanclancy,i finally finished that essay ive been putting off for three weeks. ,0
Lisa1522,@UhHuhHerMusic cool! luv you guys!! UHH is all I listen too ,0
hotred2434,I'm actually tired  nighty night,0
MissyWard,@caseygotcher I'll like u better when you buy me a beer when the Magic sweep the Lakers ,0
QueenOfKnights,@misscole74 you;re welcome just wanted u to know  ,0
ArdenSYZ,love spending time with sisters tired and relaxing by watching friends ,0
KateyEatsPrada,My mom and I are getting a new car  I'm so exciteddd.,0
snflwrgrl13,It's 10 and I have 6 screaming kids downstairs and burger king on the way....not a typical thursday night LOL Good night all! ,0
etheredhead,"Greg just got done nighttime swimming. I played catch with him using a splash bomb. We had lots of laughs, and I got pretty wet. G'night. ",0
zilchbag54,"is out to see Cher, Kristine, Praise, and hopefully, Louisse. Be back in an hour. ",0
joshuamilane,@kinvisible so sweet!  ty.,0
joker_princess,Laughs not in this life time junio  i dont do swimsuits,0
TattedHairGuy,"Spinning class was AMAZING! Now, Handfull of almonds, smart water and SO YOU THINK YOU CAN DANCE! Perfect Night ",0
craigjettech,I love Thailand !!! I see why place is call land of thousand smiles   http://bit.ly/rh2vA,0
Aussie_Knight,Off  to the movies tonight ,0
Earthspacetime,@Miameow09 thanks mia! YW ,0
elizabethsayshi,Ugh omg i'm soo hungry! Eating so much when i get home! Haha yess i LOVEE food  i'll probably have a food baby afterwards! haha ;),0
inksmear,@hilly214 HIHIHI HIL! I will post more for you! Flats by Marc Jacobs ,0
giannaluvs2smyl,"@julieroberts1 me too!! my mom makes the best mex food!!  no joke, it's toooo yummy! whatdya eat???",0
staciexoxo,New in Town turned out to be a cute movie ,0
NathanNeighbour,loves it when I gets stuck in Starbucks with a guy that's trying to witness to me.  I'm making him work hard for my conversion. ,0
blu3dreamer,@fellinthnettles Woohoo! And somebody can have fun while i'm working! Hahaha. ,0
GerryCOnline,@tracyewilli Have a great night Tracye ,0
leabella,@crusaderz4life I'm saving up all of those ?'s I know I'll need them ,0
RaeRenee731,@adrienne_bailon dont you love when the radio just plays the right things? ,0
Nastaly,@skatebiz so marvelous! Thanks for remembering ,0
ldaophoto,Had an totally awesome session at Tempe Town Lake!!! Can't wait to share Dianna &amp; Alex's pics!  ,0
chrishalluk,@MsCoxALot Can't get enough love in the world! ,0
GuitarLove08,@StuckInLaLaLand Welcome!  Haha. of course!! ,0
AlyssaCherie,looking through old band tapes  it's  making me a little sad,0
JennyErikson,I don't need no stinkin angel guard; my kids get spanked the 1st time they unlatch their seatbelts... There is no 2nd time. ,0
chibiryan,"@hisfoodblog also found http://www.eatingwa.com.au/ if can get the VIP card, thr is 25% discounts on top-rated restaurants ",0
_EKu_,I'm almost positive that Lebron James is not completely human. Take that @MK_Gerome ,0
itssbrittaany,"@brookelovesyoux ahahahahahahahaha omg. woow, thats funny ",0
bl2k,trying to figure this out....with Dylan! ,0
rockdrool,"@GeorgeGSmithJr well all the husbands in the midwest are relieved to know that, i'm sure.  especially with crocs as the lure ",0
route7,"@ncbabyplanner Hi, let me know specifics, I'll try to help you with this ",0
imminent,Typekit? Moving forward from websafe fonts...safely? http://tr.im/mKCM @jpoh does this mean you won't hate my designs as much? ,0
Erick327,@fer_sure  iuuuuu love is in the airr ,0
autumnbledsoe,i love it when matthew makes up silly songs and sings to me over the phone ,0
Shaeee,@Thomas_Butler change your damn picture already!! It screws up my twitterberry!! ,0
butterrs,@_bella__ jusst chill ,0
nicolejdally,YAY Cavs!! What am I going to do with my nights when Basketball playoffs are over?? Enjoying it while I can ,0
missiondiary,@Surrender40 you guys are doing a awesome work ,0
clarissagc,he called me...he made it home safe ,0
kissbooks,"@cfontenot We're ready, baby! Send the design! ",0
SpeakoutMISSY,@MsWheeler Thanks for teaching me a new beat box beat!&lt;-? Haha. I think I should practice more ,0
deliriumbubbles,@mrosenbaum711 We're sad they didn't pick up your pilot (cuz we want to see you weekly). I have faith you'll do something amazing soon! ,0
SpongyBabii,myspace.com/spongydotcom ,0
rahimrahman,"Friends on Twitter, I'm grabbing a few beers, at the Bucaneers, why don't you join me if you're near. ",0
ARDELLd,@skynnard Nah...only for people who weren't paying attention for the last 5 years ,0
laughslast,@BrookeLockart what you're breaking up already!?! ,0
bugekgek,Yee I passed Math021! I'm not an irreg anymore! ,0
lesliwillingham,Ignore this post. Just testing my facebook app. ,0
AaL17,@ddlovato demii tomorrow will be on DC 4 episodes of sonnyy yeahhh finally her ein mexicoo!!  you are soo funny,0
ninita05,"sorrrrrrry if i don't speak english very well , but i speak portuguese anyone to talk lolllll ",0
jonivie,---no boundaries ---heartless ---apologize  ---KRiS ALLEN... ,0
nanavette,@FS17 I'll try but I make no promises. ,0
mysticranger,@FranchiseSmart Hello! ,0
abbyharenberg,no problem!  how are you doing?   I'm  glad to see you on the stream! @humzayasin    ,0
shadelleG,"So tired.. so much to say.. so little time. Off to bed, more studies in the morning.  love you all. xoxo",0
psargant,@SharonMc That's fantastic!  Any idea how long?,0
Calisal,@wfaaweather I wld like 2 rquest a high of 78 instead of 88 2morrow. Give a teacher a break on field day. U can pull some strings right? ,0
I_Can_Only_B_Me,inquiring minds wanna know  lol,0
daintydaisy,@kanniej i would share  sadly 2 is my limit tonight,0
Chiinky,pinkberry tomorrow? yes indeedy! ,0
Savagechic,"@bsquared86 saw it, east coast knows who wins ",0
shaybexBabe,Laying in bedd with liv! ,0
MyNameIsGaron,@MillionGiveAway Keep me around ,0
lindz3492,watching real housewives of nyc! loooove that show... and i watched little miss sunshine again! ,0
grickaby,"@matpacker Thanks, I'm FCG'ed out! ",0
ashlypotez,*Spazz* I can't wait for the new Say Anything albummm! Even though it's going to be several months. But TBS is this Tuesday! ,0
Stephanie2195,but im going to miss all my friends  but ill see you in 1 year ,0
Becthediver,"@priscillayacoub   oh no, ;) just trying to decide, im leaning towards rock climbing tho haha ",0
hmichelle05,OMG had a BLAST tonite with everyone to see Christabel and the Jons  and amazingly proud of myself for Day 2 accomplishments I'm on a roll,0
JaredzTX,Oh i already did  If-You-Seek-Amy,0
lovekelsey,@Chase_Fowler Me too! I think I read sometime this fall its due to release! ,0
CdnGal_ps,"@CSouldiers I WON!!!! Woohoo!!!! Omg, can't WAIT to listen to that CD!!! ...can't believe I don't have it already..lol- or didn't have it ",0
Guaranfucknteed,"@alex_navarro speaking of Madden,  instead of paying $80 bones for Madden 09 20th Anniversary Collector's Edition,  I paid $10. ",0
giaaaa,@whitners you're almost there!!! yaaaay  be safe guy lol,0
juls10,@Hatz94 My daughter is going to Lagoon tomorrow.  Class trip for the seniors in Idaho Falls.  I hope she has more fun than you did! ,0
rafaella_ramos,@tommcfly write a song  one single for next cd ,0
pchristina,@JamesMurphy I like ur &quot;car&quot; some people don't have anything so ima stop joking it. We r blessed ,0
robtheearth,addicted to spore.. haha i will make my own planet ,0
ohmymae,"I'll play with the clothes in here, and I'll be back later, instead. ",0
tmyeager,was just accepted in to the Psychology Honors program and is smiling about it  ,0
paigechaos,@jeffcthomefan Ohay ,0
hey_devon,@morganmarie thats the fashion nowadays ,0
NKArmyTNgirl,"@daw69 uhm, yep  but now I am picturing him sitting in his underwear reading the phonebook...thx!",0
JayBerkowitz,"@sarah_johnson28  Thanks Sarah, we had a great trip down under  ",0
Sam_Fenton,@tommcfly  uuhh awesome! and it depends if u are tired enough hahaha  what would be the song bout? !,0
thmosqueiro,"@ponhovo hey, perfect picutre!  consider now installing tweetdeck, it's usefull tool...",0
MooFGaL,"I love the tune on the Apple App Commercial, Do you have it as a ring tone?   http://justin.tv/ijustine",0
jennysunphoto,"@ShootDiva @andychin @jonlow thats cool!! btw, andy, u seem to know alot about thinktank. r they paying u endorsements! hehehe ",0
iislandgurrl,Coffeeeee ,0
AnainRoibal,@sbaylatin will do ,0
nicpit,"@bjack25, not to worry I'm already safely in bed ",0
danfan_1,Psst...I love Danny the MOST~!  Hehe  ,0
jessicaknows,@AustinAaron I've been using it too much since 1999 when I worked for Sapient.  That and &quot;ramping up&quot; &quot;bandwidth&quot; and &quot;openness&quot; ,0
raeraeverret,"@oCassieface wet hair, no makeup and wearing a robe, but I thought I'd make your night!   http://twitpic.com/65vz0",0
morgandhunter,@stonerjesus420 you twit more than anyone else I follow ,0
KyutaSyuko,@ddlovato Well you already told us it comes out in July. Only 30 possible wrong guesses. There's a 1 in 31 chance for us to guess right. ,0
rocknrollrissa,@NKOTB p.s. i don't know where i got that plaque but it's been up on the wall at every (except 1) place i've worked. ,0
AlexTrup,"@upscale ...like living here to actually see and learn what they are  Other than that, consume as much as you can, blogs, movies, books...",0
stephkate,Finishing the last sips of jasmine tea &amp; heading to Hollys casa for Guu &amp; champagne ,0
bbille,@BryanBoudreaux Erica was excited about your cobbler tweet  try not to eat the whole pan at once!,0
MrsWest62109,hmm...i guess ill research law schools..why not  i dont know much about them! why not learn yay! plus idk what to do after i graduate,0
petxpert,shares http://tinyurl.com/pkcho2  See it for yourself.  http://plurk.com/p/wwo1a,0
cocolee117,@MaggieKong424 the crowd was very energetic n friendly. I was runnin all over the stage! It was fun. Wud luv to have concert here. ,0
AbbyLipstick,@Geekwife ohhhhh gotcha! it makes sense now ,0
cheers01,@ebassman @_CrC_  see now this is going to be fun.... ,0
hingrydtesch,@tommcfly Write a song  is better ;),0
MainlineMom,"@boudga oh thanks   I've been here about 8 months now, lived through part of last summer so I know what I'm in for.",0
proudlyinsane,@itslindsayLohan http://twitpic.com/65r0g - omg! this is super cute.! ,0
MiaCucina,"@PheMom Yr so tweet, thanks for the retweet. ",0
LOLGeek,Well I read another 2 stories tonight from Stephen Kings Just after sunset. They were awesome! I would recoment this book to everyone. ,0
jennafew,Old kitchen furniture was out in the yard for less than one hour. Its gone to its new home now  Amazing what will happen when you put  ...,0
salchani,..Yayy.. Veggie Grill is followin me now  ..it's our home away from home..&amp; where we were during that crazy EaRtHQuAKe!!  ,0
oneredrobin,? International Food Day at work. Bring food from your country of birth. Aussie contingent brought Fairy Bread and Vegemite sandwiches ,0
mariacaridad,"got taboo, cranium, &amp; scattergories all for $22  i love board games! hehe.",0
snakelady,@Virus_Wolfcane http://twitpic.com/54zn0 - That is Great!!!! (Is that a blue jay talking to the Cardinal?) ,0
AzaleahTan,How You Love Me Now - Hey Monday ,0
letty_mx,@officialnjonas ,0
MyMandyy,The new theme is Lovely!!! keke.. thank u @kahhongtay ,0
ange058,@dxmartinez http://twitpic.com/653gx - oh man..  how are you going to get around town now? ,0
aykpay,"@chrisguitar89 THANK YOU, THANK YOU. ",0
dcbuck,@LindseyAtVeeTea Heh.  It's a chocolate class. ,0
whoissuresh,"@VirgilReality heh heh, no Arban's for me tonight, I really need to start up the old multiple-tonguing routine, thanks for the reminder ",0
shelllovespeter,geez all my cleaning done by 2... gosh im good  lol,0
MyBrightSide,@jeffrfod Oh..I missed the FOD button.  I'll have to look again ,0
upscale,@AlexTrup You are one of my favorite Tweeps  I was over there analyzing a lot of the branding/marketing tactics. They're smart but use...,0
3mix,http://3mix.com/~ah more music: our friend &quot;Uncle Muscles&quot; and his &quot;Welcoming Force Promo&quot; mashups and originals on this stellar mix ,0
ravieB,Ahh drama always seems to follow me? Top is still lonely tho ,0
Treste2,@angielala Just messing wit u chica ,0
yikes77,"@Nkluvr4eva Sleep well Jamie and once again, congrats to you  (hugs)",0
starlett88,Weather's actually niiice right now ,0
crowgirl76,My most fave video of my munchkin http://tinyurl.com/nn429n ,0
Ro88,DAMN IM IN SHOCK XDD cant believe it was amazing!  @osi_leto @ jared leto FINALLY U WERE TOGETHER!!,0
lessthandead,"@chescasanchez74  that is such a nice thought ... I hope to pass this on, yu got it right ",0
simplyorijenal,Burobudor with some of the OGs and company  Yummm!,0
ConnieCuervo,@JoyVictoria i hope u get well too hunny ,0
austingarrison,@stacigarrison ill give yo a klandike bar ,0
xchuupal,I have so much stress but it's surprisingly not a bad thing. ,0
KaiDee01,Sitting here bored. It's Kaitlyn by the way  Hopefully Danielle will come over sometime this week and we'll make more vids.  hehe.,0
Majo_JB,"@ddlovato I saw you in the concert here in Peru, it was AWESOME!!  ",0
nandeb,@RyanStar safe travels on your Star trek...yea - I stole that! ,0
jeanbugoverload,@archangelmaggie aww! thanks for making me feel better! DDDDDD: ily! ,0
WWF_Climate,More  shouts @belovelloso @puffaddering @SaraChilders @scooprandell @ScreenOrigami @anomdesign @marialavis @ipsdc_dotorg ,0
jmondster,@sbalaji12 Get ready for protestors. ,0
birdmeat,just stumbled upon a man selling cr�me br�l�e from a cart on the street in the Mission.. yum ,0
Boston_NiteOwl,"@whitleystrieber Whitley,  that was a very good coast show you did. It flowed nice, sometimes they can be spiky, but not that one. ",0
alisonmyra,I don't work until 3 tomorrow! I don't mind closing when it means I get to sleep it  goodnightttt,0
lyssierae,Can't believe tomorrow is already the last day of school! It seems crazy but i'm ready for summer! ,0
lahbra,@natecramer haha thx for you input. ,0
Djalfy,ahaha well thanx for the follow  @DJRoy1 ? http://blip.fm/~78ima,0
xoxo_yess,@mienk jangan stress2 ya kamuuuu hehhehehe secara jumat gitu loh ,0
yeahitsadriane,feet are killing me. walked everywhere in the city with momzy. then dined at some chinese cuisine mr. wang or something.  i love her.,0
sbeckham,@TiffAmberJones You know I am.  Too many kids. Affecting number of brain cells.,0
ladiejaja,@12pm friday--please pour me a glass of wine so I can celebrate..summer break here I come! ,0
MyInnerCougar,@MyInnerSexFiend Good Night ,0
Shugsss,"Yeeeeeeeeeeeeees! Jumping jacks, as I type (Hard btw....lol)! But we did it. Up by ten, down by one in the series. Florida here we come ",0
Meghnetic,I'm watching Lingo ,0
CharJTF,@fiberartisan You're welcome at any time ,0
Breanna11,@hollyhalvorsen i'lll goo ! ,0
MegBiallas,"@AlyandtheCity: Hey, at least you've got &quot;anchor&quot; hair. Did you sign a photo release? LOL ",0
ulovejanan,@queenofblending Just voted  i kno ur gonna win tho. lol,0
Nestene,@littlewhip All part of his curse.  Phenomenal world crushing power but contained in the cutest widdle face ,0
SARAAAilyy,@ddlovato i cant wait for your CD to come out. i love your song the middle ,0
Earthspacetime,@Miameow09 mia do you want me to send you the link again for the epi for today? ,0
PassionAndSoul,"Did I mention I'm going to Mexico? OMG, I'm going to Mexico! Aug 4-11, teaching classes in Mexico City Aug 7, 8, and 9 ",0
ManthaAlexandra,If uz a phony ass nigga yeaaa shove it up ur ass!!! Lol im such a thug today. ,0
THEJAZZNETWORK,Time to come to twitter to find my jazz loving friends to come support THE JAZZ NETWORK. www.thejazznetworkworldwide.com See you there! ,0
itscwistina,"I've had a pretty great day. Nothing beats getting cute clothes, checked out, and getting my room partially put together. ",0
CrunkyyD,Still tired... Still sick... Cav's won tho ,0
EternalCow,@lindzay316 yeah I'm still at that point in the movie ,0
densiie_,@Jonasbrothers yuppyuup  loved it,0
GMANandRIZK,@RJtheSEO ,0
tutorialconr,Nice weather here 28 C better than 42 ,0
shayes287,@JJGuarini did someone post a new episode of our show? ,0
santanaashley,iz happy i don't have to go to school this friday ,0
ashpafl,"watching Ryan play Dead Space, while I play @Zynga poker on facebook ",0
jonlow,@shootdiva @jennysunphoto i am up for it ,0
brisbaneseo,"Also, adding to our last tweet about free seo services for non-profits and charities, we're happy to help out with any social media q's ",0
Quimo,@BB517 Hiya BB sorry on the phone ,0
brightdove,back to the TV ,0
agp15,"Night  with Hubby away, kids up till after 9!  Pre-school last day party 2morrow... and then ~1 month of work left ",0
MrMailman,@Tvillechildcare Well Thank you! I am truly honored! I will do the same! ,0
ladybrooklyn09,Cavs all day ,0
kannabanana,"Oh god. I want to go to Prom now, too bad Kannica doesn't have a date. Oh well. ",0
mobetta76,@Letra you'll be ok. We are not the first and we won't be the last. ,0
DinoGoesRawr,Kayy finally goin to bed haha sweet dreans! ,0
walkintothesky,red wine and uno with my wonderful roomies ,0
Psychic_Readers,@reikifurbabies Reiki is such a blessing. It never ceases to amaze me every day ,0
itssbrittaany,@brookelovesyoux i haveee no clue. i guess your just twitter populaar brooke. they cant resist ,0
saravananp,@rampantheart Hey the poem in your blog is nice.. ,0
SusanPreston,"@k0zm0zs0ul thanks, Cori for retweet erlier...how are you ",0
calgaryfitness,"@amacisaac SAWEEEET. I am sure we know mutual peeps  Was born in Inverness, lived in Oxford for 8 yrs, then father was transferred to ONT.",0
HOTTVampChick,@heidi920 great so glad u Rt my update and then I found u ,0
DavidKirlew,@Mary_Victoria new avatar ,0
LostTeapot182,"It Had to be You - Harry Connic, Jr. An old song, but a good song. ",0
SpuffyCullen,finally saw Star Trek - it was awesome! hot guys + cool action + interesting storyline = great movie ,0
